2026-02-12 21:02:29.536 +02:00 [INF] Getting all baskets {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"cb984197-2020-4f16-afa2-a696602f99fa","ActionName":"ChineseSale.Controllers.BasketController.GetAllBasketsAsync (ChineseSale)","RequestId":"0HNJAD4Q35244:00000009","RequestPath":"/api/Basket","ConnectionId":"0HNJAD4Q35244"}
2026-02-12 21:04:57.009 +02:00 [INF] Basket created successfully {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"54471eda-3cfd-48d9-9030-7b6d5e80c320","ActionName":"ChineseSale.Controllers.BasketController.CreateBasketAsync (ChineseSale)","RequestId":"0HNJAD4Q35245:00000009","RequestPath":"/api/Basket/Add","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:04:57.029 +02:00 [INF] Adding package to basket {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35245:0000000D","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:04:57.138 +02:00 [INF] Package added to basket successfully {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35245:0000000D","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:04:57.163 +02:00 [INF] Getting basket with ID: 6037 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"7af91a58-d37e-49a5-a6e7-e23af525cad2","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35245:0000000F","RequestPath":"/api/Basket/6037","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:04:57.472 +02:00 [INF] Getting basket for User ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"3adfe526-792d-464a-bfcd-0e5d94447b66","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByUserIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35245:00000011","RequestPath":"/api/Basket/ByUserId/7032","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:04:57.483 +02:00 [INF] Adding package to basket {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35245:00000013","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:04:57.494 +02:00 [INF] Package added to basket successfully {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35245:00000013","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:04:57.500 +02:00 [INF] Getting basket with ID: 6037 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"7af91a58-d37e-49a5-a6e7-e23af525cad2","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35245:00000015","RequestPath":"/api/Basket/6037","ConnectionId":"0HNJAD4Q35245"}
2026-02-12 21:05:12.768 +02:00 [INF] Getting basket for User ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"3adfe526-792d-464a-bfcd-0e5d94447b66","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByUserIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35246:00000001","RequestPath":"/api/Basket/ByUserId/7032","ConnectionId":"0HNJAD4Q35246"}
2026-02-12 21:06:32.293 +02:00 [INF] Getting basket with ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"7af91a58-d37e-49a5-a6e7-e23af525cad2","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35246:00000005","RequestPath":"/api/Basket/7032","ConnectionId":"0HNJAD4Q35246"}
2026-02-12 21:06:32.328 +02:00 [ERR] Error retrieving basket with ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"7af91a58-d37e-49a5-a6e7-e23af525cad2","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35246:00000005","RequestPath":"/api/Basket/7032","ConnectionId":"0HNJAD4Q35246"}
System.ArgumentException: basket not found
   at ChineseSale.Services.BasketService.GetBasketByIdAsync(Int32 Id) in C:\Users\user\Desktop\pi\Api-Angular\ChineseSale\ChineseSale\Services\BasketService.cs:line 82
   at ChineseSale.Controllers.BasketController.GetBasketByIdAsync(Int32 Id) in C:\Users\user\Desktop\pi\Api-Angular\ChineseSale\ChineseSale\Controllers\BasketController.cs:line 36
2026-02-12 21:08:18.548 +02:00 [INF] Getting basket for User ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"3adfe526-792d-464a-bfcd-0e5d94447b66","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByUserIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000001","RequestPath":"/api/Basket/ByUserId/7032","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:18.735 +02:00 [INF] Fetching all packages... {"SourceContext":"ChineseSale.Controllers.PackageController","ActionId":"8c1375bd-9697-4ea6-880d-6bd7c78e96ff","ActionName":"ChineseSale.Controllers.PackageController.GetAllPackageAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000003","RequestPath":"/api/Package","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:23.183 +02:00 [INF] Getting basket for User ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"3adfe526-792d-464a-bfcd-0e5d94447b66","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByUserIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000005","RequestPath":"/api/Basket/ByUserId/7032","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:23.203 +02:00 [INF] Adding package to basket {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35247:00000009","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:23.226 +02:00 [INF] Package added to basket successfully {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35247:00000009","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:23.236 +02:00 [INF] Getting basket with ID: 6037 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"7af91a58-d37e-49a5-a6e7-e23af525cad2","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000000B","RequestPath":"/api/Basket/6037","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:26.835 +02:00 [INF] Getting basket for User ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"3adfe526-792d-464a-bfcd-0e5d94447b66","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByUserIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000000D","RequestPath":"/api/Basket/ByUserId/7032","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:26.868 +02:00 [INF] Adding package to basket {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35247:0000000F","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:26.898 +02:00 [INF] Package added to basket successfully {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"acc8520b-0cfd-4322-8b35-6a3ea92838b8","ActionName":"ChineseSale.Controllers.BasketController.AddPackageToBasket (ChineseSale)","RequestId":"0HNJAD4Q35247:0000000F","RequestPath":"/api/Basket/AddPackageToBasket","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:26.916 +02:00 [INF] Getting basket with ID: 6037 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"7af91a58-d37e-49a5-a6e7-e23af525cad2","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000011","RequestPath":"/api/Basket/6037","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.374 +02:00 [INF] Getting all categories. {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"6aea0a1c-b186-4f8f-b216-e27ad1121b13","ActionName":"ChineseSale.Controllers.CategoryController.GetAllCategoryAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000015","RequestPath":"/api/Category","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.401 +02:00 [INF] Getting all prizes {"SourceContext":"ChineseSale.Controllers.PrizeController","ActionId":"3d4f902f-498e-49f8-9186-6f2743d9d93c","ActionName":"ChineseSale.Controllers.PrizeController.GetAllPrizeAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000017","RequestPath":"/api/Prize","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.402 +02:00 [INF] Getting all gifts {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"a5c2a8d0-da0f-49a5-afba-2007b5c008dd","ActionName":"ChineseSale.Controllers.GiftController.GetAllGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000013","RequestPath":"/api/Gift","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.466 +02:00 [INF] Entering function to get category with ID: 2002 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000001B","RequestPath":"/api/Category/2002","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.467 +02:00 [INF] Entering function to get category with ID: 1009 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000019","RequestPath":"/api/Category/1009","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.477 +02:00 [INF] Entering function to get category with ID: 3003 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000021","RequestPath":"/api/Category/3003","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.478 +02:00 [INF] Entering function to get category with ID: 2004 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000001D","RequestPath":"/api/Category/2004","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.480 +02:00 [INF] Entering function to get category with ID: 3002 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000001F","RequestPath":"/api/Category/3002","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.483 +02:00 [INF] Entering function to get category with ID: 3004 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000023","RequestPath":"/api/Category/3004","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.580 +02:00 [INF] Successfully retrieved category with ID: 3002 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000001F","RequestPath":"/api/Category/3002","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.580 +02:00 [INF] Successfully retrieved category with ID: 2004 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000001D","RequestPath":"/api/Category/2004","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.580 +02:00 [INF] Successfully retrieved category with ID: 2002 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000001B","RequestPath":"/api/Category/2002","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.584 +02:00 [INF] Successfully retrieved category with ID: 3003 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000021","RequestPath":"/api/Category/3003","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.585 +02:00 [INF] Successfully retrieved category with ID: 1009 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000019","RequestPath":"/api/Category/1009","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:33.591 +02:00 [INF] Successfully retrieved category with ID: 3004 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000023","RequestPath":"/api/Category/3004","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:35.717 +02:00 [INF] Checking existence of gifts with Name: j {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"3a337245-ba5d-4fb1-b126-697c3bba2036","ActionName":"ChineseSale.Controllers.GiftController.ExistsGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000025","RequestPath":"/api/Gift/Exists/j","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:37.105 +02:00 [INF] Checking existence of gifts with Name: k {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"3a337245-ba5d-4fb1-b126-697c3bba2036","ActionName":"ChineseSale.Controllers.GiftController.ExistsGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000027","RequestPath":"/api/Gift/Exists/k","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:40.662 +02:00 [INF] Checking existence of gifts with Name: y {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"3a337245-ba5d-4fb1-b126-697c3bba2036","ActionName":"ChineseSale.Controllers.GiftController.ExistsGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000029","RequestPath":"/api/Gift/Exists/y","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:42.419 +02:00 [INF] Checking existence of gifts with Name: ט {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"3a337245-ba5d-4fb1-b126-697c3bba2036","ActionName":"ChineseSale.Controllers.GiftController.ExistsGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000002B","RequestPath":"/api/Gift/Exists/%D7%98","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:42.609 +02:00 [INF] Checking existence of gifts with Name: טי {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"3a337245-ba5d-4fb1-b126-697c3bba2036","ActionName":"ChineseSale.Controllers.GiftController.ExistsGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000002D","RequestPath":"/api/Gift/Exists/%D7%98%D7%99","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:43.671 +02:00 [INF] Checking existence of gifts with Name: ט {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"3a337245-ba5d-4fb1-b126-697c3bba2036","ActionName":"ChineseSale.Controllers.GiftController.ExistsGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000002F","RequestPath":"/api/Gift/Exists/%D7%98","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:46.107 +02:00 [INF] Getting all gifts {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"a5c2a8d0-da0f-49a5-afba-2007b5c008dd","ActionName":"ChineseSale.Controllers.GiftController.GetAllGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000031","RequestPath":"/api/Gift","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:47.336 +02:00 [INF] Sorting gifts by price {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"50664412-2fb5-4354-bceb-634c6f4d9ec1","ActionName":"ChineseSale.Controllers.GiftController.SortGiftByPriceAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000033","RequestPath":"/api/Gift/SortByPrice","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:50.077 +02:00 [INF] Sorting gifts by buyer {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"e68a5e12-437f-41c5-b3bd-0c46c8551a1e","ActionName":"ChineseSale.Controllers.GiftController.SortGiftByBuyerAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000035","RequestPath":"/api/Gift/SortByBuyer","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:52.553 +02:00 [INF] Getting all gifts {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"a5c2a8d0-da0f-49a5-afba-2007b5c008dd","ActionName":"ChineseSale.Controllers.GiftController.GetAllGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000037","RequestPath":"/api/Gift","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.352 +02:00 [INF] Getting basket for User ID: 7032 {"SourceContext":"ChineseSale.Controllers.BasketController","ActionId":"3adfe526-792d-464a-bfcd-0e5d94447b66","ActionName":"ChineseSale.Controllers.BasketController.GetBasketByUserIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000039","RequestPath":"/api/Basket/ByUserId/7032","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.486 +02:00 [INF] Getting all categories. {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"6aea0a1c-b186-4f8f-b216-e27ad1121b13","ActionName":"ChineseSale.Controllers.CategoryController.GetAllCategoryAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000003D","RequestPath":"/api/Category","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.486 +02:00 [INF] Getting all gifts {"SourceContext":"ChineseSale.Controllers.GiftController","ActionId":"a5c2a8d0-da0f-49a5-afba-2007b5c008dd","ActionName":"ChineseSale.Controllers.GiftController.GetAllGiftAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000003B","RequestPath":"/api/Gift","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.488 +02:00 [INF] Getting all prizes {"SourceContext":"ChineseSale.Controllers.PrizeController","ActionId":"3d4f902f-498e-49f8-9186-6f2743d9d93c","ActionName":"ChineseSale.Controllers.PrizeController.GetAllPrizeAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000003F","RequestPath":"/api/Prize","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.529 +02:00 [INF] Entering function to get category with ID: 1009 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000041","RequestPath":"/api/Category/1009","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.530 +02:00 [INF] Entering function to get category with ID: 2002 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000043","RequestPath":"/api/Category/2002","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.533 +02:00 [INF] Entering function to get category with ID: 2004 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000045","RequestPath":"/api/Category/2004","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.534 +02:00 [INF] Entering function to get category with ID: 3003 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000049","RequestPath":"/api/Category/3003","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.534 +02:00 [INF] Entering function to get category with ID: 3002 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:00000047","RequestPath":"/api/Category/3002","ConnectionId":"0HNJAD4Q35247"}
2026-02-12 21:08:56.535 +02:00 [INF] Entering function to get category with ID: 3004 {"SourceContext":"ChineseSale.Controllers.CategoryController","ActionId":"de87dafe-39c5-4bee-81bd-8ae05d49e394","ActionName":"ChineseSale.Controllers.CategoryController.GetCategoryByIdAsync (ChineseSale)","RequestId":"0HNJAD4Q35247:0000004B","RequestPath":"/api/Category/3004","ConnectionId":"0HNJAD4Q35247"}
